,Age,Purchase Amount (USD),Review Rating,Previous Purchases,Category,Color,Season,Frequency of Purchases,Cluster
1883,25,58,4.9,39,Accessories,Cyan,Spring,Fortnightly,2
1884,27,30,4.3,15,Clothing,Pink,Summer,Bi-Weekly,2
1885,26,53,4.4,35,Accessories,Maroon,Winter,Monthly,2
1886,18,91,4.4,46,Accessories,Beige,Spring,Bi-Weekly,2
1887,64,44,3.5,3,Clothing,Gold,Fall,Monthly,4
1888,62,89,3.4,48,Clothing,Turquoise,Winter,Weekly,3
1889,59,57,2.5,27,Clothing,Peach,Spring,Weekly,3
1890,36,57,3.4,5,Accessories,Lavender,Spring,Weekly,1
1891,69,74,2.6,48,Accessories,Gray,Summer,Quarterly,3
1892,39,30,4.6,12,Outerwear,Blue,Fall,Weekly,2
1893,28,20,3.7,10,Clothing,Red,Summer,Fortnightly,4
1894,42,90,2.5,48,Clothing,Purple,Fall,Bi-Weekly,3
1895,31,61,4.5,3,Clothing,Indigo,Fall,Monthly,2
1896,57,51,2.9,19,Footwear,Gold,Fall,Monthly,4
1897,53,97,2.9,11,Accessories,Teal,Winter,Fortnightly,1
1898,59,97,3.5,25,Clothing,Magenta,Fall,Monthly,0
1899,32,40,4.2,42,Clothing,Maroon,Winter,Weekly,2
1900,65,85,3.3,34,Accessories,Blue,Summer,Quarterly,0
1901,56,76,3.9,50,Clothing,Beige,Winter,Quarterly,3
1902,31,22,5.0,21,Footwear,Olive,Spring,Monthly,2
1903,59,63,3.3,37,Clothing,Gold,Summer,Weekly,3
1904,22,71,4.2,46,Clothing,Silver,Spring,Monthly,2
1905,47,35,4.9,14,Footwear,Teal,Summer,Fortnightly,2
1906,23,30,4.6,24,Accessories,Green,Spring,Fortnightly,2
1907,69,74,4.8,36,Clothing,Orange,Fall,Every 3 Months,0
1908,18,71,2.7,19,Accessories,Charcoal,Winter,Bi-Weekly,1
1909,50,84,4.3,12,Clothing,Black,Spring,Monthly,0
1910,29,38,3.8,13,Footwear,Yellow,Fall,Quarterly,2
1911,65,81,4.9,32,Accessories,Gray,Spring,Bi-Weekly,0
1912,29,56,3.4,5,Clothing,Charcoal,Winter,Bi-Weekly,1
1913,49,48,3.6,29,Clothing,Peach,Winter,Annually,3
1914,28,97,3.4,40,Clothing,Green,Fall,Fortnightly,1
1915,51,74,4.7,44,Accessories,Magenta,Fall,Weekly,0
1916,26,50,3.0,3,Clothing,Beige,Winter,Bi-Weekly,1
1917,38,71,3.4,35,Clothing,Black,Winter,Bi-Weekly,3
1918,35,33,4.6,33,Clothing,Purple,Summer,Monthly,2
1919,34,56,3.1,20,Accessories,Olive,Summer,Bi-Weekly,1
1920,51,84,2.8,40,Clothing,Purple,Spring,Every 3 Months,3
1921,47,36,3.5,13,Clothing,Green,Fall,Annually,4
1922,18,63,4.6,9,Accessories,Peach,Summer,Monthly,2
1923,64,36,4.3,7,Footwear,Blue,Summer,Annually,4
1924,30,63,4.8,42,Outerwear,Gray,Fall,Quarterly,2
1925,59,32,2.9,44,Footwear,Black,Winter,Fortnightly,3
1926,66,93,3.0,6,Accessories,Silver,Spring,Annually,1
1927,40,29,2.9,8,Clothing,Pink,Summer,Every 3 Months,4
1928,25,92,3.7,10,Accessories,Lavender,Summer,Weekly,1
1929,59,33,4.7,46,Clothing,Brown,Fall,Quarterly,2
1930,66,52,3.5,26,Clothing,Turquoise,Spring,Weekly,4
1931,54,42,2.7,6,Accessories,Olive,Spring,Every 3 Months,4
1932,42,36,5.0,47,Clothing,White,Spring,Every 3 Months,2
1933,48,67,4.1,28,Footwear,Violet,Summer,Annually,0
1934,34,43,2.7,23,Outerwear,Gold,Winter,Annually,3
1935,19,68,4.8,45,Clothing,Violet,Spring,Fortnightly,2
1936,70,60,4.3,44,Accessories,Teal,Summer,Every 3 Months,0
1937,43,53,4.5,11,Clothing,Olive,Summer,Monthly,2
1938,46,23,3.8,39,Clothing,Blue,Spring,Bi-Weekly,3
1939,66,57,3.7,20,Accessories,Magenta,Winter,Every 3 Months,4
1940,50,89,3.9,48,Accessories,Gray,Fall,Fortnightly,0
1941,55,99,3.3,46,Footwear,Peach,Winter,Quarterly,3
1942,63,28,3.4,22,Clothing,Cyan,Fall,Monthly,4
1943,32,53,3.8,45,Clothing,Violet,Summer,Annually,2
1944,30,45,2.7,49,Clothing,Gold,Winter,Every 3 Months,3
1945,35,38,2.9,9,Clothing,Gold,Winter,Every 3 Months,4
1946,59,49,4.5,41,Clothing,White,Summer,Quarterly,0
1947,59,32,2.6,2,Clothing,Gray,Summer,Monthly,4
1948,54,37,3.1,39,Clothing,Brown,Winter,Bi-Weekly,3
1949,63,80,4.7,12,Clothing,Gray,Winter,Quarterly,0
1950,43,78,4.6,26,Accessories,Blue,Summer,Every 3 Months,0
1951,33,53,2.7,32,Accessories,Gold,Summer,Bi-Weekly,3
1952,57,82,4.6,50,Footwear,Yellow,Summer,Bi-Weekly,0
1953,25,33,4.8,3,Clothing,Green,Spring,Fortnightly,2
1954,26,77,4.2,3,Accessories,Pink,Winter,Quarterly,1
1955,50,56,4.9,37,Clothing,Pink,Winter,Monthly,0
1956,70,37,4.9,20,Clothing,Pink,Winter,Fortnightly,0
1957,68,54,4.5,26,Accessories,Cyan,Spring,Bi-Weekly,0
1958,39,67,2.7,47,Clothing,Gray,Winter,Quarterly,3
1959,46,90,3.1,7,Footwear,White,Fall,Every 3 Months,1
1960,57,72,3.3,40,Clothing,Red,Summer,Annually,3
1961,47,59,2.6,45,Footwear,Black,Summer,Quarterly,3
1962,40,45,4.4,20,Accessories,Silver,Fall,Fortnightly,2
1963,52,30,3.9,11,Clothing,Pink,Spring,Weekly,4
1964,40,51,4.6,50,Clothing,Cyan,Summer,Monthly,2
1965,67,90,4.9,25,Clothing,White,Fall,Quarterly,0
1966,67,95,3.7,5,Outerwear,Purple,Winter,Fortnightly,0
1967,37,81,3.7,4,Clothing,Yellow,Fall,Annually,1
1968,67,70,4.2,25,Clothing,Blue,Spring,Weekly,0
1969,64,32,3.5,11,Clothing,Cyan,Winter,Fortnightly,4
1970,28,94,2.9,4,Accessories,Indigo,Spring,Bi-Weekly,1
1971,54,29,3.4,1,Accessories,Indigo,Spring,Monthly,4
1972,54,31,3.3,48,Accessories,Silver,Summer,Every 3 Months,3
1973,24,20,4.5,9,Clothing,Red,Fall,Every 3 Months,2
1974,27,44,4.6,2,Accessories,Peach,Winter,Fortnightly,2
1975,53,77,2.9,4,Outerwear,Turquoise,Fall,Quarterly,1
1976,32,51,3.2,43,Accessories,Pink,Spring,Fortnightly,3
1977,24,49,2.6,32,Footwear,Teal,Summer,Annually,3
1978,45,78,3.8,1,Accessories,Magenta,Spring,Quarterly,1
1979,49,98,2.8,38,Clothing,Blue,Spring,Fortnightly,3
1980,51,94,4.4,25,Footwear,Green,Winter,Fortnightly,0
1981,69,91,4.7,42,Footwear,Violet,Summer,Quarterly,0
1982,41,77,2.7,32,Accessories,Turquoise,Summer,Monthly,3
1983,59,97,2.6,21,Accessories,Pink,Summer,Quarterly,1
1984,26,58,3.4,26,Clothing,Black,Summer,Fortnightly,1
1985,23,97,3.9,6,Accessories,Gold,Spring,Fortnightly,1
1986,62,48,3.4,14,Outerwear,Green,Summer,Quarterly,4
1987,69,23,3.4,4,Accessories,White,Summer,Quarterly,4
1988,46,79,3.9,26,Clothing,Gold,Winter,Weekly,0
1989,35,42,4.0,39,Accessories,Charcoal,Spring,Bi-Weekly,2
1990,32,95,3.4,15,Accessories,White,Spring,Annually,1
1991,46,29,3.7,1,Footwear,Brown,Summer,Every 3 Months,4
1992,33,98,4.9,28,Clothing,Gold,Winter,Monthly,0
1993,32,96,5.0,17,Clothing,Purple,Spring,Weekly,0
1994,33,66,2.9,24,Accessories,Brown,Fall,Weekly,1
1995,67,80,3.0,29,Footwear,Teal,Spring,Quarterly,3
1996,67,27,3.3,18,Footwear,Indigo,Summer,Every 3 Months,4
1997,42,25,4.7,10,Accessories,Purple,Fall,Bi-Weekly,4
1998,20,45,3.4,19,Clothing,Orange,Fall,Quarterly,1
1999,39,89,4.6,26,Clothing,Indigo,Winter,Monthly,0
2000,26,27,3.6,25,Accessories,Lavender,Winter,Bi-Weekly,2
2001,51,90,2.6,2,Accessories,Purple,Winter,Fortnightly,1
2002,31,65,2.7,19,Clothing,Red,Summer,Every 3 Months,1
2003,68,72,3.1,32,Footwear,Blue,Spring,Quarterly,3
2004,44,70,3.2,13,Footwear,Blue,Fall,Bi-Weekly,1
2005,18,82,3.4,30,Footwear,Cyan,Winter,Fortnightly,1
2006,58,97,4.4,2,Accessories,Pink,Fall,Annually,0
2007,26,25,3.2,8,Clothing,Silver,Summer,Quarterly,4
2008,57,48,2.5,27,Clothing,Gray,Spring,Every 3 Months,3
2009,37,99,3.8,26,Footwear,Indigo,Summer,Bi-Weekly,1
2010,24,21,4.4,3,Clothing,Maroon,Summer,Bi-Weekly,2
2011,57,94,3.7,4,Footwear,Beige,Spring,Monthly,0
2012,48,53,3.2,5,Clothing,Green,Fall,Fortnightly,4
2013,39,70,4.9,25,Accessories,Peach,Winter,Quarterly,2
2014,51,26,3.9,47,Clothing,Black,Summer,Bi-Weekly,3
2015,57,82,4.5,8,Accessories,Pink,Summer,Fortnightly,0
2016,53,47,3.4,20,Footwear,Violet,Winter,Fortnightly,4
2017,70,32,4.1,42,Clothing,Green,Winter,Every 3 Months,3
2018,60,97,4.5,20,Accessories,Gold,Fall,Weekly,0
2019,31,68,4.7,23,Clothing,Red,Winter,Fortnightly,2
2020,41,23,4.8,26,Clothing,Beige,Winter,Quarterly,2
2021,62,33,4.4,48,Accessories,Green,Winter,Quarterly,3
2022,59,38,4.0,16,Accessories,Black,Winter,Bi-Weekly,4
2023,46,68,4.1,28,Clothing,Teal,Winter,Bi-Weekly,0
2024,62,23,3.7,39,Clothing,Silver,Fall,Weekly,3
2025,42,29,3.0,43,Clothing,Turquoise,Summer,Fortnightly,3
2026,37,35,3.6,45,Accessories,Orange,Winter,Every 3 Months,3
2027,50,73,4.8,50,Footwear,Gold,Fall,Every 3 Months,0
2028,29,84,3.7,10,Footwear,Purple,Fall,Bi-Weekly,1
2029,25,23,4.6,40,Accessories,Pink,Spring,Quarterly,2
2030,66,67,2.8,38,Accessories,Green,Summer,Monthly,3
2031,21,51,4.0,2,Clothing,Charcoal,Spring,Monthly,1
2032,46,36,4.2,13,Clothing,Maroon,Winter,Annually,4
2033,57,55,3.6,33,Clothing,Olive,Summer,Annually,3
2034,61,30,2.9,27,Clothing,Peach,Spring,Monthly,4
2035,53,70,4.1,43,Clothing,Yellow,Summer,Weekly,0
2036,37,63,3.1,46,Clothing,Lavender,Winter,Weekly,3
2037,39,87,4.3,7,Accessories,Green,Summer,Bi-Weekly,1
2038,53,70,4.4,35,Clothing,Orange,Spring,Fortnightly,0
2039,35,51,3.1,31,Clothing,Olive,Spring,Bi-Weekly,3
2040,69,25,2.9,42,Accessories,Gray,Spring,Quarterly,3
2041,66,32,3.2,14,Outerwear,Lavender,Winter,Bi-Weekly,4
2042,19,52,4.0,35,Footwear,Red,Spring,Monthly,2
2043,47,33,2.7,49,Accessories,Charcoal,Summer,Weekly,3
2044,49,68,3.0,17,Clothing,Orange,Spring,Fortnightly,1
2045,31,20,4.4,26,Accessories,Red,Fall,Quarterly,2
2046,39,32,2.8,30,Clothing,Maroon,Winter,Every 3 Months,3
2047,58,82,3.1,32,Accessories,Silver,Summer,Annually,3
2048,45,64,3.9,35,Footwear,Pink,Winter,Quarterly,3
2049,68,24,2.7,15,Footwear,Blue,Fall,Annually,4
2050,35,96,3.4,10,Accessories,Teal,Summer,Annually,1
2051,65,94,3.8,14,Clothing,Black,Spring,Monthly,0
2052,45,48,3.7,30,Accessories,Gray,Winter,Annually,3
2053,19,60,4.5,16,Accessories,Purple,Spring,Fortnightly,2
2054,65,56,2.9,14,Clothing,Gold,Spring,Annually,4
2055,28,33,3.4,28,Accessories,Silver,Fall,Weekly,2
2056,55,46,4.4,29,Accessories,Blue,Spring,Monthly,0
2057,66,37,4.2,5,Clothing,Yellow,Spring,Every 3 Months,4
2058,29,98,3.3,17,Clothing,Brown,Winter,Quarterly,1
2059,56,50,3.7,50,Clothing,Beige,Spring,Weekly,3
2060,21,63,3.2,23,Accessories,Blue,Fall,Quarterly,1
2061,32,70,2.6,22,Clothing,Magenta,Summer,Annually,1
2062,54,63,2.8,15,Outerwear,Silver,Fall,Quarterly,4
2063,61,86,2.9,32,Clothing,Cyan,Fall,Monthly,3
2064,31,99,4.0,5,Footwear,Green,Summer,Monthly,1
2065,27,40,2.9,6,Footwear,Blue,Spring,Bi-Weekly,1
2066,64,92,4.7,44,Footwear,Olive,Fall,Fortnightly,0
2067,60,21,3.1,23,Clothing,Beige,Fall,Fortnightly,4
2068,70,81,3.9,44,Accessories,Black,Summer,Monthly,0
2069,36,82,3.4,3,Clothing,Indigo,Fall,Quarterly,1
2070,56,88,3.1,14,Accessories,Red,Spring,Monthly,1
2071,69,100,4.8,37,Outerwear,Yellow,Fall,Quarterly,0
2072,39,66,3.9,22,Accessories,Beige,Winter,Weekly,1
2073,38,25,3.5,2,Accessories,Green,Winter,Every 3 Months,4
2074,36,53,3.1,44,Accessories,White,Summer,Fortnightly,3
2075,46,28,4.7,49,Clothing,Turquoise,Fall,Monthly,2
2076,59,23,4.6,22,Accessories,Indigo,Fall,Bi-Weekly,4
2077,64,34,3.3,26,Accessories,Orange,Fall,Annually,4
2078,49,42,3.2,40,Clothing,Blue,Spring,Weekly,3
2079,32,24,3.1,16,Clothing,Violet,Summer,Quarterly,4
2080,29,47,3.5,17,Accessories,Gray,Fall,Bi-Weekly,1
2081,24,78,4.3,48,Outerwear,Cyan,Spring,Bi-Weekly,2
2082,41,89,2.9,28,Clothing,Yellow,Summer,Every 3 Months,1
2083,41,59,2.7,26,Accessories,Orange,Fall,Fortnightly,3
2084,32,94,4.0,43,Clothing,Brown,Summer,Quarterly,0
2085,69,49,4.6,38,Clothing,Teal,Fall,Weekly,0
2086,65,89,4.7,36,Clothing,Beige,Summer,Every 3 Months,0
2087,54,91,4.7,1,Accessories,Blue,Summer,Weekly,0
2088,39,89,4.0,49,Footwear,Orange,Spring,Annually,0
2089,37,57,3.6,41,Outerwear,Gold,Spring,Every 3 Months,3
2090,51,71,3.4,21,Clothing,Teal,Winter,Monthly,1
2091,26,97,3.0,24,Clothing,Beige,Fall,Quarterly,1
2092,42,45,2.6,27,Footwear,Silver,Fall,Weekly,3
2093,21,91,4.2,4,Clothing,Maroon,Spring,Annually,1
2094,53,25,3.4,19,Clothing,Indigo,Spring,Annually,4
2095,36,63,4.0,1,Clothing,Gray,Fall,Fortnightly,1
2096,21,52,4.7,27,Clothing,Blue,Summer,Annually,2
2097,33,43,3.9,5,Footwear,Cyan,Winter,Weekly,4
2098,49,28,3.3,20,Clothing,White,Summer,Quarterly,4
2099,31,78,2.9,50,Clothing,Green,Summer,Annually,3
2100,68,31,4.4,36,Clothing,Silver,Spring,Fortnightly,4
2101,49,23,3.6,12,Clothing,Blue,Winter,Bi-Weekly,4
2102,23,25,4.5,23,Accessories,Brown,Spring,Monthly,2
2103,30,86,3.7,21,Clothing,Red,Summer,Weekly,1
2104,53,88,2.8,47,Footwear,Gold,Spring,Weekly,3
2105,65,35,4.5,38,Accessories,Silver,Spring,Bi-Weekly,0
2106,60,34,4.4,40,Accessories,Gray,Fall,Every 3 Months,3
2107,46,75,3.3,35,Clothing,Black,Winter,Quarterly,3
2108,54,46,4.2,4,Clothing,Beige,Winter,Quarterly,4
2109,59,31,2.7,28,Accessories,Peach,Fall,Every 3 Months,3
2110,52,93,3.9,36,Clothing,Cyan,Spring,Every 3 Months,0
2111,41,85,2.6,15,Accessories,Pink,Spring,Annually,1
2112,43,68,4.5,7,Accessories,Lavender,Fall,Fortnightly,0
2113,63,40,2.7,29,Clothing,Brown,Spring,Every 3 Months,3
2114,37,51,2.9,12,Clothing,Magenta,Winter,Annually,1
2115,44,85,3.4,16,Accessories,Violet,Winter,Bi-Weekly,1
2116,67,23,2.9,50,Outerwear,Teal,Summer,Bi-Weekly,3
2117,27,28,3.8,11,Clothing,Brown,Summer,Annually,4
2118,60,44,4.2,28,Clothing,Olive,Fall,Quarterly,4
2119,58,57,3.5,36,Accessories,Indigo,Spring,Bi-Weekly,3
2120,53,98,3.1,38,Accessories,Red,Fall,Quarterly,3
2121,43,68,3.5,32,Accessories,Olive,Winter,Monthly,3
2122,32,36,4.0,42,Outerwear,Teal,Fall,Weekly,2
2123,54,71,3.7,22,Outerwear,Cyan,Spring,Bi-Weekly,0
2124,47,60,4.2,22,Clothing,Teal,Fall,Quarterly,0
2125,57,87,4.8,31,Outerwear,Beige,Fall,Quarterly,0
2126,63,38,4.1,28,Footwear,Magenta,Winter,Monthly,4
2127,70,45,4.5,40,Footwear,Indigo,Spring,Weekly,0
2128,62,47,2.7,21,Outerwear,Cyan,Fall,Weekly,4
2129,40,57,2.8,12,Clothing,Orange,Fall,Every 3 Months,1
2130,25,68,3.7,33,Accessories,Violet,Summer,Annually,2
2131,19,52,3.6,9,Clothing,Red,Fall,Fortnightly,1
2132,25,87,4.7,15,Clothing,Magenta,Fall,Weekly,2
2133,21,34,3.8,13,Accessories,Olive,Summer,Annually,2
2134,55,41,2.9,35,Footwear,Maroon,Winter,Fortnightly,3
2135,34,94,4.6,1,Accessories,Yellow,Winter,Every 3 Months,1
2136,47,93,2.8,25,Accessories,Red,Summer,Fortnightly,1
2137,27,51,4.6,20,Clothing,Purple,Winter,Every 3 Months,2
2138,67,42,2.8,36,Clothing,Teal,Fall,Quarterly,3
2139,40,95,3.0,33,Footwear,Red,Winter,Weekly,1
2140,53,90,3.7,36,Accessories,Brown,Fall,Fortnightly,0
2141,24,98,4.1,32,Clothing,Peach,Winter,Annually,1
2142,47,39,4.3,21,Accessories,Maroon,Winter,Quarterly,4
2143,53,66,3.8,48,Footwear,Red,Fall,Bi-Weekly,3
2144,47,23,3.7,25,Footwear,Orange,Winter,Quarterly,4
2145,38,73,4.8,32,Clothing,White,Winter,Annually,2
2146,48,23,4.6,45,Accessories,White,Summer,Every 3 Months,2
2147,47,43,4.8,4,Clothing,Charcoal,Fall,Fortnightly,4
2148,19,45,4.6,19,Clothing,Turquoise,Winter,Bi-Weekly,2
2149,38,21,4.0,1,Footwear,Orange,Winter,Weekly,4
2150,57,40,2.6,12,Clothing,Orange,Spring,Weekly,4
2151,70,58,2.6,18,Clothing,Brown,Fall,Monthly,4
2152,38,48,4.5,43,Clothing,Magenta,Summer,Bi-Weekly,2
2153,35,94,4.2,31,Clothing,Violet,Fall,Annually,0
2154,46,74,3.4,33,Accessories,Violet,Spring,Every 3 Months,3
2155,32,51,3.7,46,Accessories,Yellow,Fall,Monthly,3
2156,38,83,3.6,41,Clothing,Maroon,Winter,Bi-Weekly,3
2157,41,68,4.0,41,Accessories,Turquoise,Winter,Fortnightly,3
2158,19,84,4.6,9,Accessories,Olive,Spring,Fortnightly,2
2159,18,58,3.0,34,Clothing,Peach,Fall,Annually,1
2160,45,92,3.3,21,Clothing,Charcoal,Winter,Annually,1
2161,23,69,3.8,5,Clothing,Peach,Summer,Fortnightly,1
2162,60,48,2.7,32,Clothing,Black,Summer,Weekly,3
2163,52,60,4.5,44,Footwear,Gray,Spring,Monthly,0
2164,42,20,4.8,46,Footwear,Olive,Winter,Bi-Weekly,2
2165,29,55,4.2,42,Clothing,Turquoise,Summer,Every 3 Months,2
2166,31,88,3.5,50,Outerwear,Purple,Spring,Bi-Weekly,3
2167,30,48,4.9,33,Clothing,Green,Winter,Fortnightly,2
2168,23,74,4.1,32,Accessories,Beige,Spring,Quarterly,2
2169,31,42,2.9,32,Outerwear,Brown,Fall,Bi-Weekly,3
2170,40,32,4.0,37,Clothing,Turquoise,Fall,Every 3 Months,2
2171,39,98,4.6,9,Clothing,Yellow,Summer,Fortnightly,0
2172,28,89,2.8,6,Clothing,Lavender,Fall,Fortnightly,1
2173,23,97,5.0,36,Accessories,Cyan,Summer,Quarterly,2
2174,42,49,2.9,1,Accessories,Olive,Spring,Annually,4
2175,68,50,3.3,48,Clothing,Silver,Spring,Fortnightly,3
2176,24,91,3.4,44,Accessories,Red,Winter,Quarterly,1
2177,24,93,3.0,9,Accessories,Green,Winter,Bi-Weekly,1
2178,21,98,4.7,32,Accessories,Gold,Summer,Annually,2
2179,49,82,2.9,14,Clothing,Lavender,Fall,Monthly,1
2180,41,37,4.1,43,Outerwear,Yellow,Summer,Quarterly,2
2181,22,63,3.2,32,Accessories,Black,Fall,Bi-Weekly,1
2182,42,99,2.7,26,Clothing,Maroon,Winter,Bi-Weekly,1
2183,30,37,4.7,2,Clothing,Maroon,Spring,Monthly,2
2184,38,34,3.2,16,Footwear,Gold,Spring,Every 3 Months,4
2185,40,32,2.5,50,Clothing,Violet,Winter,Every 3 Months,3
2186,55,23,4.3,6,Footwear,Teal,Winter,Every 3 Months,4
2187,37,78,4.4,20,Clothing,Violet,Spring,Annually,0
2188,41,54,4.7,9,Outerwear,Brown,Winter,Weekly,2
2189,38,94,4.0,47,Clothing,Brown,Fall,Bi-Weekly,0
2190,42,75,4.6,33,Accessories,Maroon,Spring,Annually,0
2191,26,69,3.8,46,Clothing,Maroon,Summer,Bi-Weekly,2
2192,41,35,3.2,9,Accessories,Yellow,Winter,Monthly,4
2193,27,78,5.0,8,Clothing,Turquoise,Spring,Monthly,2
2194,61,29,3.5,48,Clothing,Silver,Summer,Quarterly,3
2195,58,62,3.7,2,Clothing,Brown,Fall,Monthly,4
2196,25,58,4.8,31,Clothing,Gray,Spring,Weekly,2
2197,33,88,3.7,40,Footwear,Indigo,Summer,Monthly,3
2198,57,80,3.5,35,Accessories,Turquoise,Summer,Monthly,0
2199,39,47,4.9,40,Accessories,Maroon,Summer,Monthly,2
2200,60,51,4.7,27,Accessories,Charcoal,Summer,Every 3 Months,0
2201,39,25,4.9,10,Clothing,Peach,Spring,Annually,2
2202,42,36,4.3,23,Clothing,Red,Summer,Weekly,2
2203,53,79,3.1,32,Clothing,Indigo,Winter,Quarterly,3
2204,20,41,3.4,6,Clothing,Lavender,Winter,Monthly,1
2205,46,68,2.7,27,Clothing,Red,Fall,Weekly,3
2206,46,51,2.6,25,Footwear,Green,Spring,Fortnightly,3
2207,69,38,2.9,11,Accessories,Gray,Fall,Annually,4
2208,28,46,2.7,23,Accessories,Violet,Summer,Monthly,1
2209,42,20,4.5,44,Footwear,Beige,Summer,Quarterly,2
2210,30,25,3.1,35,Accessories,Orange,Summer,Fortnightly,3
2211,50,89,3.2,45,Clothing,Purple,Winter,Every 3 Months,3
2212,59,77,3.3,22,Clothing,Brown,Winter,Quarterly,0
2213,54,94,2.9,18,Accessories,Maroon,Fall,Quarterly,1
2214,50,100,4.1,20,Accessories,Gold,Fall,Weekly,0
2215,25,96,2.7,28,Footwear,Indigo,Winter,Fortnightly,1
2216,41,36,4.0,15,Clothing,Silver,Winter,Bi-Weekly,4
2217,35,27,2.6,42,Accessories,Red,Fall,Fortnightly,3
2218,67,67,3.5,20,Accessories,Magenta,Winter,Quarterly,0
2219,33,91,2.8,16,Clothing,Purple,Fall,Fortnightly,1
2220,19,62,4.5,47,Accessories,Beige,Fall,Annually,2
2221,25,88,3.0,34,Clothing,White,Fall,Annually,1
2222,32,66,4.4,30,Clothing,Teal,Summer,Weekly,2
2223,30,65,4.7,5,Footwear,Gray,Fall,Quarterly,2
2224,18,25,4.3,38,Accessories,Charcoal,Winter,Quarterly,2
2225,38,64,4.8,18,Accessories,Olive,Spring,Annually,2
2226,22,72,4.8,28,Clothing,Blue,Spring,Annually,2
2227,40,74,4.4,42,Accessories,Gray,Summer,Fortnightly,2
2228,54,50,3.7,5,Accessories,Green,Fall,Weekly,4
2229,70,97,3.9,50,Clothing,Silver,Fall,Monthly,0
2230,52,36,3.8,33,Footwear,Teal,Spring,Fortnightly,3
2231,34,49,4.1,1,Outerwear,Beige,Fall,Weekly,4
2232,65,64,4.0,14,Footwear,Lavender,Spring,Fortnightly,0
2233,38,31,4.5,48,Clothing,Gray,Summer,Monthly,2
2234,35,66,4.0,26,Footwear,Yellow,Winter,Weekly,2
2235,40,82,4.5,44,Clothing,Gray,Spring,Annually,0
2236,23,88,2.7,18,Clothing,Yellow,Winter,Fortnightly,1
2237,45,34,3.8,31,Footwear,Black,Summer,Every 3 Months,4
2238,40,84,3.8,18,Footwear,Beige,Winter,Weekly,1
2239,42,96,3.8,41,Accessories,Indigo,Summer,Every 3 Months,0
2240,57,71,4.3,18,Footwear,Green,Winter,Every 3 Months,0
2241,18,77,3.5,3,Outerwear,Purple,Summer,Bi-Weekly,1
2242,18,66,3.8,5,Clothing,Orange,Spring,Bi-Weekly,1
2243,56,21,3.7,13,Clothing,Teal,Winter,Annually,4
2244,35,37,4.8,22,Clothing,Gold,Summer,Annually,2
2245,49,90,4.9,45,Clothing,Gray,Fall,Fortnightly,0
2246,49,96,4.3,39,Outerwear,Cyan,Fall,Every 3 Months,0
2247,34,37,4.4,18,Accessories,Teal,Summer,Annually,2
2248,63,66,3.4,19,Clothing,Violet,Winter,Fortnightly,4
2249,42,45,4.3,29,Accessories,Indigo,Spring,Weekly,2
2250,41,89,4.6,19,Footwear,Pink,Summer,Weekly,0
2251,26,94,3.8,22,Footwear,Gold,Fall,Monthly,1
2252,48,96,3.9,21,Footwear,Maroon,Summer,Annually,0
2253,62,31,2.6,22,Clothing,Brown,Spring,Monthly,4
2254,24,79,4.2,44,Accessories,Gold,Winter,Every 3 Months,2
2255,48,39,4.6,42,Outerwear,Teal,Spring,Quarterly,2
2256,31,22,5.0,33,Clothing,Turquoise,Fall,Quarterly,2
2257,41,32,4.2,6,Clothing,Olive,Fall,Annually,4
2258,24,71,4.3,44,Clothing,Cyan,Winter,Every 3 Months,2
2259,60,96,3.3,24,Clothing,Beige,Spring,Annually,0
2260,38,82,4.9,16,Accessories,Blue,Fall,Quarterly,0
2261,58,76,4.4,12,Accessories,Gold,Spring,Fortnightly,0
2262,53,22,3.1,50,Accessories,Green,Winter,Monthly,3
2263,44,40,3.5,42,Accessories,Green,Winter,Quarterly,3
2264,51,92,3.9,50,Accessories,Turquoise,Summer,Monthly,0
2265,36,94,3.9,10,Outerwear,Yellow,Fall,Quarterly,1
2266,20,44,4.3,32,Clothing,Yellow,Fall,Weekly,2
2267,32,49,3.8,37,Accessories,Blue,Spring,Weekly,2
2268,66,26,2.7,15,Clothing,Charcoal,Spring,Monthly,4
2269,49,38,4.4,27,Clothing,Yellow,Fall,Annually,2
2270,27,72,3.5,7,Clothing,Purple,Spring,Weekly,1
2271,29,99,3.4,49,Clothing,Green,Summer,Quarterly,3
2272,29,38,4.0,44,Outerwear,Charcoal,Spring,Monthly,2
2273,55,96,4.8,13,Outerwear,Silver,Winter,Bi-Weekly,0
2274,57,27,4.5,38,Clothing,Turquoise,Spring,Fortnightly,2
2275,29,24,4.4,10,Clothing,Gray,Winter,Weekly,2
2276,31,82,4.1,25,Clothing,Red,Summer,Weekly,1
2277,25,56,4.6,18,Accessories,Beige,Summer,Quarterly,2
2278,61,25,3.8,6,Accessories,Maroon,Fall,Every 3 Months,4
2279,53,67,2.9,35,Footwear,Indigo,Spring,Quarterly,3
2280,22,21,2.8,31,Footwear,Red,Summer,Fortnightly,3
2281,28,27,3.0,41,Clothing,Maroon,Summer,Annually,3
2282,18,97,4.2,8,Footwear,Red,Fall,Annually,1
2283,44,45,4.1,34,Accessories,Black,Winter,Fortnightly,2
2284,32,63,4.1,20,Clothing,Black,Fall,Annually,2
2285,34,100,4.6,38,Accessories,Pink,Summer,Every 3 Months,0
2286,67,38,2.5,35,Clothing,Blue,Spring,Quarterly,3
